 CPUAvg,search,buy, AController:74,AController:98,DaoImpl:69,HomeController:69,AController:91,HomeController:107,ItemDaoImpl:86,AController:110,AController:111,HomeController:53,Item:118,AController:136,AController:104,Item:253,AController:43,AService:489,HomeController:91,AController:55
125.47,4396,4218,2087,27912,68247,687,27912,687,1400,23628,23628,7557,88278,70884,27912,88278,23613,1400,687,117466
123.9,4150,4218,2100,27217,66394,679,27217,678,1422,23018,23018,7458,84341,69054,27217,84341,23099,1422,678,114460
127.93,4415,4582,2301,29715,71190,781,29715,781,1519,25132,25132,8591,87291,75396,29715,87291,25062,1519,781,124851
117.67,4026,3986,2024,26007,63476,667,26007,668,1357,22008,22008,7348,81269,66024,26007,81269,22003,1357,668,109327
109.53,3517,3866,1961,24568,58973,641,24568,640,1320,20747,20747,7040,70918,62241,24568,70918,20797,1320,640,103083
130.43,4480,4368,2172,28582,70059,722,28582,723,1450,24211,24211,7953,90955,72633,28582,90955,24205,1450,723,120324
118.3,3962,4079,2070,26616,63838,683,26616,683,1387,22500,22500,7513,79022,67500,26616,79022,22438,1387,683,111774
125.73,4267,4349,2154,27781,67456,710,27781,708,1446,23501,23501,7788,85450,70503,27781,85450,23556,1446,708,116751
115.8,4047,3861,1874,25536,62894,634,25536,636,1238,21600,21600,6996,81879,64800,25536,81879,21628,1238,636,107521
122.43,4085,4186,2130,26943,65393,706,26943,705,1424,22808,22808,7755,82264,68424,26943,82264,22757,1424,705,113203
123.23,4154,4182,2133,27530,66431,694,27530,695,1439,23288,23288,7645,83654,69864,27530,83654,23249,1439,695,115778
123.4,4157,4217,2080,27195,66158,681,27195,679,1401,22996,22996,7469,83415,68988,27195,83415,23070,1401,679,114261
122.43,4303,4397,2271,28367,68755,766,28367,768,1503,24011,24011,8448,86461,72033,28367,86461,23961,1503,768,119197
118.37,3848,4101,2102,26351,63744,687,26351,687,1415,22257,22257,7557,78472,66771,26351,78472,22316,1415,687,110601
118.2,4074,4016,2062,26228,63559,692,26228,691,1370,22228,22228,7601,81079,66684,26228,81079,22246,1370,691,110406
122.5,4136,4167,2107,27056,65967,705,27056,706,1402,22871,22871,7766,84374,68613,27056,84374,22872,1402,706,113682
123.33,4353,4151,1974,27099,66902,662,27099,661,1311,22971,22971,7271,88025,68913,27099,88025,22883,1311,661,114174
114.57,3823,3906,1939,25254,61155,657,25254,658,1283,21345,21345,7238,77392,64035,25254,77392,21327,1283,658,106131
124.73,4264,4210,2083,27510,67195,671,27510,671,1410,23300,23300,7381,84630,69900,27510,84630,23405,1410,671,115776
125.73,4311,4280,2062,28084,68404,689,28084,689,1375,23727,23727,7579,87674,71181,28084,87674,23728,1375,689,118131
124.57,4255,4165,2113,27158,66595,711,27158,710,1403,23010,23010,7810,86813,69030,27158,86813,22946,1403,710,114295
126.43,4359,4537,2215,29256,70713,708,29256,709,1506,24724,24724,7799,87417,74172,29256,87417,24770,1506,709,122892
121.77,4150,4181,2086,26941,65605,696,26941,696,1389,22817,22817,7656,82801,68451,26941,82801,22834,1389,696,113307
122.13,4163,4181,2080,27289,65893,677,27289,676,1403,23081,23081,7436,82731,69243,27289,82731,23082,1403,676,114733
117.4,4086,3987,1871,25936,63625,588,25936,589,1283,21943,21943,6479,82641,65829,25936,82641,21920,1283,589,109130
128.5,4307,4347,2188,28436,68889,741,28436,741,1448,24049,24049,8151,86666,72147,28436,86666,24016,1448,741,119557
121.67,4163,4151,2052,26771,65128,690,26771,689,1363,22659,22659,7579,83041,67977,26771,83041,22644,1363,689,112560
122.33,4115,4200,2174,27382,65980,717,27382,717,1457,23145,23145,7887,82254,69435,27382,82254,23205,1457,717,115057
117.57,3984,4125,1974,26373,63999,652,26373,653,1321,22307,22307,7183,79679,66921,26373,79679,22320,1321,653,110859
125.9,4259,4161,2138,27264,66923,696,27264,696,1442,23105,23105,7656,86554,69315,27264,86552,23092,1442,696,114669
114.33,4110,4029,1982,26400,64082,660,26400,660,1322,22307,22307,7260,82174,66921,26400,82176,22276,1322,660,110964
127.73,4355,4317,2174,28084,68689,715,28084,715,1459,23785,23785,7865,88654,71355,28084,88652,23766,1459,715,118182
119.53,4042,4095,2058,26516,64205,704,26516,704,1354,22424,22424,7744,80877,67272,26516,80879,22444,1354,704,111504
118.93,3967,4063,2048,26273,63716,695,26273,694,1354,22217,22217,7634,80219,66651,26273,80219,22218,1354,694,110393
122.1,4304,4104,1972,26873,66051,646,26873,647,1325,22762,22762,7117,85470,68286,26873,85470,22801,1325,647,113175
117.53,3887,3989,2071,25931,62886,701,25931,701,1370,21945,21945,7711,78890,65835,25931,78890,21882,1370,701,108921
112.13,3877,3771,1855,24447,59979,608,24447,605,1250,20717,20717,6655,77718,62151,24447,77718,20738,1250,605,102936
118,3977,4028,2102,26345,63787,697,26345,700,1402,22268,22268,7700,80434,66804,26345,80434,22308,1402,700,110678
119.17,4061,4042,1899,26021,63848,630,26021,629,1270,22012,22012,6919,82900,66036,26021,82900,21959,1270,629,109407
124.33,4316,4212,2166,27645,67730,711,27645,712,1454,23426,23426,7832,86764,70278,27645,86764,23461,1454,712,116345
113.73,3884,4078,2035,26410,63079,673,26410,673,1361,22288,22288,7403,77580,66864,26410,77580,22230,1361,673,110896
122,4043,4223,2193,27082,65605,759,27082,759,1435,22910,22910,8349,81402,68730,27082,81402,22975,1435,759,113712
118.9,4186,4055,2015,26663,64420,687,26663,687,1328,22561,22561,7557,81544,67683,26663,81544,22566,1328,687,112246
122,4175,4165,2042,26746,65523,685,26746,685,1357,22648,22648,7535,83450,67944,26746,83450,22658,1357,685,112417
124.57,4265,4161,2111,27206,66717,715,27206,715,1396,23046,23046,7865,86393,69138,27206,86393,23043,1396,715,114503
